Item;Order Date;Sales;Profit
Flour;5/30/2018;1045;323.95
Soft Drinks;4/16/2016;2310;970.2
Chocolates;12/11/2016;2000;400
Health Drinks;06/06/2017;636;203.52
Biscuits;12/19/2018;1090;457.8
Fresh Fruits;10/30/2016;1073;203.87
Fresh Fruits;12/02/2018;2019;524.94
Chicken;06/06/2017;2359;424.62
Chicken;06/06/2017;1678;587.3
Legumes;08/12/2015;2291;458.2
Flour;10/13/2018;1468;499.12
Eggs;06/06/2017;2112;485.76
Salt;05/05/2017;2251;540.24
Organic Vegetables;9/24/2018;1589;301.91
Health Drinks;11/02/2016;1366;478.1
Cakes;12/23/2016;1945;719.65
Chocolates;9/22/2018;1852;370.4
Soft Drinks;02/12/2017;2222;177.76
Health Drinks;8/13/2017;800;48
Health Drinks;3/23/2016;1170;70.2
Chocolates;10/13/2018;2197;549.25
Salt;3/23/2016;2190;569.4
Cookies;4/30/2015;2032;629.92
Meat;7/24/2017;1599;399.75
Fish;4/30/2015;870;365.4
Soft Drinks;5/19/2015;610;115.9
Cakes;05/06/2018;1622;81.1
Biscuits;02/12/2017;703;246.05
Eggs;9/24/2018;574;212.38
Biscuits;8/13/2017;2267;612.09
Soft Drinks;10/13/2018;821;221.67
Breads & Buns;1/14/2018;2473;1038.66
Soft Drinks;05/01/2017;2478;941.64
Salt;6/20/2018;637;121.03
Rice;12/30/2015;813;317.07
Flour;6/23/2015;502;145.58
Noodles;11/19/2017;2119;847.6
Legumes;05/01/2018;1149;103.41
Cookies;11/30/2016;1400;336
Breads & Buns;12/16/2017;1486;208.04
Noodles;11/20/2018;1847;591.04
Fish;6/22/2018;1197;83.79
Flour;3/23/2015;2180;806.6
Fresh Fruits;04/09/2018;1710;307.8
Salt;04/09/2018;2138;897.96
Meat;9/23/2018;1203;529.32
Noodles;8/14/2017;2000;800
Chicken;08/09/2017;1652;627.76
Spices;10/09/2018;1676;603.36
Legumes;8/15/2015;558;195.3
Breads & Buns;8/15/2015;1102;319.58
Organic Fruits;3/26/2017;1651;561.34
Health Drinks;11/20/2018;2305;530.15
Chocolates;12/18/2018;2132;618.28
Spices;6/23/2015;1000;130
Noodles;08/09/2017;854;324.52
Breads & Buns;04/09/2018;1052;105.2
Cookies;05/01/2017;814;113.96
Organic Vegetables;7/29/2017;2285;776.9
Fresh Fruits;6/14/2017;2154;150.78
Organic Staples;11/30/2016;1721;258.15
Noodles;12/24/2015;2092;648.52
Cakes;09/07/2018;611;30.55
Cakes;7/20/2015;2304;852.48
Cookies;12/16/2016;904;361.6
Chocolates;11/10/2017;1557;498.24
Flour;11/16/2018;2391;239.1
Fish;9/29/2018;1450;594.5
Cakes;6/20/2017;1996;778.44
Organic Staples;10/01/2018;1069;224.49
Fresh Vegetables;4/27/2018;1586;190.32
Noodles;6/29/2018;605;84.7
Meat;07/04/2017;1937;116.22
Health Drinks;07/03/2017;1465;336.95
Cookies;09/05/2017;1375;426.25
Legumes;12/12/2016;1450;435
Meat;11/18/2018;901;342.38
Organic Staples;12/18/2018;1255;263.55
Organic Fruits;07/03/2017;609;164.43
Organic Fruits;09/05/2017;2306;899.34
Cakes;6/16/2018;1812;471.12
Flour;01/03/2017;1241;260.61
Cakes;10/04/2016;575;40.25
Soft Drinks;7/31/2018;2197;637.13
Edible Oil & Ghee;3/23/2018;1749;349.8
Organic Staples;11/15/2015;1010;313.1
Soft Drinks;08/12/2018;1976;276.64
Meat;06/11/2018;2147;751.45
Cakes;8/21/2018;1322;475.92
Cookies;11/28/2015;1589;492.59
Noodles;12/18/2018;1875;431.25
Organic Vegetables;4/27/2018;2470;889.2
Salt;12/07/2015;2068;372.24
Cakes;11/14/2017;1624;487.2
Flour;05/03/2016;1702;221.26
Salt;03/07/2015;2014;463.22
Rice;11/23/2015;1343;564.06
Organic Fruits;4/13/2017;843;143.31
Organic Staples;05/08/2017;685;226.05
Eggs;04/12/2017;1507;587.73
Chicken;2/22/2015;1618;258.88
Breads & Buns;7/20/2015;1393;139.3
Salt;3/23/2018;2285;662.65
Breads & Buns;12/08/2018;1657;347.97
Legumes;6/29/2018;1363;231.71
Breads & Buns;6/20/2017;1029;133.77
Rice;4/18/2016;1849;184.9
Breads & Buns;03/07/2015;578;225.42
Health Drinks;11/18/2018;1663;399.12
Chocolates;3/25/2018;1406;168.72
Edible Oil & Ghee;11/03/2017;713;71.3
Rice;11/28/2016;2138;641.4
Biscuits;06/05/2017;1438;86.28
Fish;4/27/2018;1293;297.39
Cakes;8/21/2018;929;167.22
Health Drinks;11/24/2018;2335;887.3
Flour;6/17/2017;1675;418.75
Salt;7/20/2015;1414;339.36
Eggs;10/11/2015;2052;287.28
Edible Oil & Ghee;9/18/2016;1579;615.81
Salt;07/04/2017;1936;348.48
Noodles;06/10/2018;894;169.86
Organic Staples;9/29/2018;2442;1025.64
Rice;3/19/2016;2310;231
Health Drinks;8/21/2018;2055;924.75
Health Drinks;12/18/2018;1347;552.27
Chocolates;10/09/2018;1717;291.89
Organic Staples;09/08/2016;2069;558.63
Cookies;5/27/2018;1816;817.2
Rice;12/05/2015;2232;848.16
Fresh Vegetables;6/17/2017;1554;466.2
Flour;07/08/2018;629;69.19
Salt;11/16/2018;1066;138.58
Spices;09/08/2016;1998;459.54
Organic Vegetables;11/18/2018;603;229.14
Breads & Buns;5/22/2018;1331;199.65
Soft Drinks;9/29/2018;2451;269.61
Legumes;11/03/2017;1880;206.8
Noodles;6/20/2017;747;246.51
Meat;12/12/2016;609;60.9
Chocolates;3/25/2018;1495;269.1
Soft Drinks;1/30/2017;2394;502.74
Eggs;12/08/2018;1637;540.21
Fresh Fruits;7/23/2018;614;178.06
Chicken;1/30/2017;1755;175.5
Health Drinks;11/01/2016;1630;342.3
Organic Fruits;4/24/2017;645;174.15
Eggs;10/01/2018;1080;108
Legumes;12/26/2017;584;140.16
Fresh Fruits;9/29/2018;689;103.35
Fish;09/05/2017;960;393.6
Salt;7/20/2015;589;182.59
Chocolates;12/12/2016;1715;102.9
Spices;11/05/2017;1495;523.25
Organic Fruits;05/03/2016;1751;472.77
Fresh Vegetables;05/03/2016;744;96.72
Noodles;1/30/2017;1217;170.38
Meat;11/18/2018;2327;698.1
Chocolates;4/23/2018;1163;441.94
Chicken;12/20/2015;2466;295.92
Rice;11/28/2018;1575;598.5
Cookies;8/24/2016;2354;847.44
Meat;6/13/2016;2380;999.6
Organic Vegetables;10/02/2016;1520;608
Organic Vegetables;04/12/2017;1941;854.04
Breads & Buns;7/23/2018;2309;253.99
Noodles;6/20/2017;609;243.6
Chicken;08/01/2015;772;54.04
Noodles;11/06/2016;683;157.09
Meat;6/17/2018;1754;87.7
Breads & Buns;3/25/2018;1717;772.65
Chicken;10/02/2016;1450;72.5
Organic Vegetables;1/19/2015;513;61.56
Salt;05/05/2017;1382;248.76
Chocolates;6/29/2018;564;33.84
Spices;11/16/2017;2394;454.86
Chocolates;12/13/2016;1095;481.8
Health Drinks;11/24/2017;2246;965.78
Breads & Buns;4/21/2017;920;202.4
Breads & Buns;1/19/2015;2205;815.85
Health Drinks;12/20/2015;521;192.77
Health Drinks;3/19/2018;1527;488.64
Cakes;7/20/2015;2458;221.22
Fish;06/05/2017;2181;719.73
Eggs;8/21/2018;2065;619.5
Soft Drinks;05/05/2018;1839;717.21
Soft Drinks;10/01/2018;1148;482.16
Cakes;7/19/2016;1506;451.8
Biscuits;11/06/2016;2484;968.76
Spices;10/02/2017;1203;132.33
Soft Drinks;11/03/2017;1841;405.02
Fresh Fruits;05/05/2018;1063;74.41
Health Drinks;1/19/2015;743;74.3
Health Drinks;09/02/2017;2186;371.62
Chocolates;08/12/2017;2215;221.5
Cakes;3/22/2015;1410;352.5
Cookies;04/04/2016;928;120.64
Organic Staples;03/05/2018;1621;697.03
Biscuits;09/02/2017;1365;204.75
Salt;04/04/2016;912;54.72
Legumes;03/05/2018;1641;361.02
Noodles;03/05/2018;637;203.84
Rice;03/05/2018;2306;1037.7
Chicken;10/22/2018;688;137.6
Chocolates;12/17/2016;1004;341.36
Flour;03/05/2018;2435;365.25
Biscuits;10/06/2017;2079;270.27
Noodles;11/07/2018;2219;976.36
Noodles;04/04/2016;1783;392.26
Health Drinks;11/05/2017;2014;382.66
Edible Oil & Ghee;10/01/2017;662;132.4
Health Drinks;3/17/2015;1839;662.04
Soft Drinks;10/15/2016;922;46.1
Chocolates;10/06/2018;1012;172.04
Noodles;3/17/2015;1126;146.38
Legumes;12/11/2018;2132;533
Organic Vegetables;8/23/2016;583;169.07
Spices;04/10/2018;1239;223.02
Health Drinks;6/15/2015;2078;872.76
Health Drinks;5/26/2017;2418;701.22
Fresh Fruits;3/20/2018;1442;519.12
Meat;10/06/2018;907;353.73
Spices;3/17/2015;2189;875.6
Noodles;5/26/2017;940;75.2
Salt;07/05/2015;1092;283.92
Fresh Fruits;12/11/2016;1251;137.61
Chocolates;11/12/2015;1031;350.54
Breads & Buns;8/23/2016;1511;438.19
Health Drinks;07/08/2016;577;259.65
Chocolates;12/14/2018;1264;480.32
Chocolates;10/30/2018;2500;300
Meat;10/04/2017;1747;454.22
Noodles;3/20/2018;589;164.92
Health Drinks;8/23/2016;1598;639.2
Rice;07/05/2015;1848;332.64
Organic Staples;8/25/2016;1327;66.35
Organic Staples;8/23/2016;1375;151.25
Edible Oil & Ghee;07/02/2016;2375;760
Eggs;5/25/2018;2248;899.2
Spices;05/05/2018;630;94.5
Fish;9/14/2015;808;226.24
Cookies;3/17/2017;1923;576.9
Breads & Buns;09/10/2018;732;300.12
Breads & Buns;09/07/2016;1254;313.5
Eggs;3/17/2017;1607;594.59
Rice;4/21/2017;1687;101.22
Health Drinks;9/14/2018;1805;433.2
Meat;12/10/2018;2089;396.91
Organic Fruits;03/05/2016;2126;403.94
Organic Staples;9/25/2016;2278;1025.1
Flour;11/16/2018;1059;254.16
Edible Oil & Ghee;7/31/2016;795;325.95
Chocolates;06/04/2017;1306;130.6
Fresh Vegetables;05/02/2017;1079;151.06
Health Drinks;11/26/2015;2147;923.21
Legumes;8/23/2015;679;210.49
Breads & Buns;8/23/2015;1652;644.28
Spices;03/05/2016;1423;583.43
Organic Staples;3/17/2017;1046;135.98
Cakes;09/03/2015;1526;595.14
Cakes;12/10/2018;1541;169.51
Health Drinks;9/14/2015;2472;939.36
Edible Oil & Ghee;4/21/2017;1233;61.65
Fish;11/26/2015;1399;475.66
Soft Drinks;9/14/2015;2239;492.58
Cookies;9/24/2016;1992;458.16
Spices;7/20/2015;2429;825.86
Salt;10/03/2015;2455;368.25
Breads & Buns;9/24/2016;2285;776.9
Chicken;05/08/2017;1797;610.98
Edible Oil & Ghee;05/08/2017;649;181.72
Soft Drinks;7/26/2016;2500;175
Health Drinks;05/08/2017;2100;399
Cookies;9/24/2016;1415;169.8
Chocolates;3/16/2018;2266;317.24
Biscuits;05/02/2015;2463;714.27
Eggs;05/02/2017;2136;833.04
Rice;11/26/2015;2171;868.4
Spices;11/09/2016;2202;748.68
Salt;05/08/2017;1657;182.27
Chocolates;11/26/2015;563;157.64
Fresh Fruits;9/24/2016;710;312.4
Health Drinks;5/25/2018;1775;266.25
Soft Drinks;10/03/2015;963;144.45
Soft Drinks;06/10/2018;1266;557.04
Noodles;12/06/2016;874;384.56
Noodles;3/31/2015;2330;885.4
Health Drinks;10/10/2015;2440;512.4
Organic Staples;9/25/2016;2174;782.64
Fresh Vegetables;3/16/2018;1418;326.14
Legumes;7/20/2015;2134;960.3
Soft Drinks;9/24/2016;1833;696.54
Organic Fruits;8/13/2017;1087;108.7
Fish;07/01/2017;2439;512.19
Flour;07/01/2017;880;61.6
Fresh Fruits;07/01/2017;1232;492.8
Rice;10/24/2015;801;264.33
Health Drinks;5/22/2017;2087;918.28
Chicken;02/07/2017;704;112.64
Organic Vegetables;5/19/2018;1844;331.92
Chocolates;03/04/2015;1304;417.28
Organic Fruits;10/20/2018;925;379.25
Organic Staples;10/20/2018;807;347.01
Chocolates;10/23/2016;735;286.65
Health Drinks;3/31/2015;989;207.69
Flour;07/08/2017;2412;940.68
Fresh Vegetables;10/20/2018;793;333.06
Breads & Buns;5/31/2016;959;115.08
Legumes;12/11/2017;784;164.64
Chocolates;06/02/2018;1073;311.17
Chicken;8/16/2018;517;155.1
Cakes;7/28/2015;1745;244.3
Meat;05/06/2018;771;185.04
Organic Fruits;7/28/2015;1726;776.7
Salt;6/30/2015;1897;455.28
Eggs;3/22/2016;2404;1033.72
Noodles;8/16/2018;907;199.54
Organic Vegetables;10/28/2017;1905;495.3
Spices;3/31/2015;640;102.4
Meat;05/06/2018;2260;542.4
Cakes;7/21/2018;1872;149.76
Flour;12/11/2017;2111;232.21
Legumes;10/31/2016;2323;1045.35
Spices;11/24/2018;2396;431.28
Organic Staples;9/13/2015;1479;354.96
Health Drinks;10/22/2017;1474;619.08
Noodles;12/11/2017;2495;499
Rice;9/13/2015;984;314.88
Meat;12/11/2017;1282;461.52
Cakes;3/30/2018;607;157.82
Fresh Vegetables;06/04/2016;888;71.04
Edible Oil & Ghee;06/04/2016;512;71.68
Legumes;10/08/2017;696;118.32
Chocolates;9/17/2018;1499;119.92
Rice;10/17/2016;1925;500.5
Rice;10/31/2016;670;154.1
Organic Vegetables;1/30/2018;2147;493.81
Eggs;9/13/2015;1152;414.72
Health Drinks;10/31/2016;1136;454.4
Eggs;8/13/2018;2464;813.12
Soft Drinks;10/22/2017;1911;114.66
Organic Staples;9/26/2017;2459;786.88
Organic Vegetables;05/11/2018;2361;708.3
Spices;06/11/2018;2245;359.2
Health Drinks;10/19/2015;2290;755.7
Breads & Buns;12/03/2018;1666;299.88
Biscuits;09/11/2018;2002;440.44
Flour;12/11/2017;1097;131.64
Flour;9/26/2017;1301;169.13
Meat;8/13/2018;1958;215.38
Edible Oil & Ghee;12/13/2018;683;184.41
Noodles;10/31/2016;2171;434.2
Breads & Buns;11/04/2017;1344;188.16
Organic Vegetables;11/05/2016;1790;393.8
Organic Staples;8/13/2018;1768;88.4
Spices;09/11/2018;1355;311.65
Soft Drinks;9/26/2017;734;176.16
Biscuits;10/31/2016;790;110.6
Flour;9/13/2015;2206;176.48
Cakes;9/26/2017;2216;642.64
Organic Vegetables;05/11/2018;1702;374.44
Legumes;8/13/2018;1753;280.48
Chocolates;04/05/2016;1511;468.41
Salt;09/11/2018;1027;92.43
Edible Oil & Ghee;12/11/2017;1746;174.6
Organic Fruits;08/08/2016;1278;319.5
Organic Fruits;08/08/2016;585;175.5
Edible Oil & Ghee;05/11/2018;1083;108.3
Chicken;12/11/2017;1638;196.56
Chicken;10/31/2016;2452;539.44
Fresh Vegetables;10/16/2015;1030;144.2
Chocolates;11/05/2016;2002;740.74
Fresh Fruits;4/14/2017;782;273.7
Meat;12/11/2017;1757;404.11
Cakes;11/18/2017;639;261.99
Organic Fruits;09/11/2018;1279;76.74
Organic Vegetables;12/11/2017;1495;478.4
Legumes;6/21/2015;2370;568.8
Legumes;03/08/2017;2437;243.7
Rice;6/22/2015;1173;129.03
Organic Staples;07/10/2016;1561;249.76
Eggs;12/02/2018;1471;88.26
Noodles;6/21/2015;615;92.25
Breads & Buns;7/20/2016;2259;384.03
Flour;1/29/2018;2437;121.85
Fresh Vegetables;09/10/2018;2266;181.28
Soft Drinks;7/23/2018;1791;770.13
Organic Staples;04/05/2015;985;443.25
Flour;10/12/2016;588;129.36
Noodles;02/11/2015;1695;762.75
Rice;09/03/2016;2478;594.72
Health Drinks;7/20/2016;548;49.32
Breads & Buns;1/29/2018;1467;396.09
Cookies;9/18/2018;915;256.2
Health Drinks;09/07/2015;916;219.84
Salt;9/15/2016;1034;341.22
Fish;02/11/2015;1772;230.36
Health Drinks;09/10/2018;1999;359.82
Biscuits;04/05/2015;2052;143.64
Breads & Buns;5/20/2018;728;94.64
Breads & Buns;02/11/2015;1151;368.32
Chicken;09/10/2018;2134;533.5
Cakes;09/10/2018;864;267.84
Edible Oil & Ghee;09/07/2015;687;103.05
Edible Oil & Ghee;2/27/2017;2342;608.92
Organic Fruits;08/03/2017;1090;316.1
Fresh Fruits;5/20/2018;1334;413.54
Chocolates;02/11/2015;2261;610.47
Chocolates;12/09/2018;2220;865.8
Organic Fruits;09/10/2018;2451;416.67
Breads & Buns;11/11/2018;2284;296.92
Chocolates;5/20/2018;2234;580.84
Breads & Buns;8/13/2016;2048;102.4
Soft Drinks;12/09/2018;2053;246.36
Soft Drinks;1/16/2018;1520;182.4
Fresh Fruits;5/20/2018;1317;474.12
Soft Drinks;11/21/2016;705;289.05
Cakes;12/09/2018;1248;424.32
Salt;04/05/2015;1143;457.2
Meat;04/01/2018;1455;116.4
Legumes;7/20/2016;2190;350.4
Organic Fruits;1/29/2018;711;170.64
Legumes;09/10/2018;2174;673.94
Organic Fruits;12/20/2017;993;178.74
Eggs;3/29/2018;1976;889.2
Meat;7/20/2016;1671;100.26
Breads & Buns;11/21/2016;943;339.48
Cookies;04/05/2015;1495;224.25
Chicken;04/01/2018;1436;560.04
Health Drinks;7/20/2016;1545;355.35
Noodles;1/16/2018;1188;368.28
Soft Drinks;9/15/2016;1081;345.92
Biscuits;04/09/2018;1595;159.5
Legumes;5/20/2018;2218;842.84
Eggs;9/13/2016;1787;107.22
Edible Oil & Ghee;5/18/2015;1734;329.46
Soft Drinks;5/21/2015;593;41.51
Edible Oil & Ghee;7/22/2015;1878;319.26
Noodles;9/28/2018;521;177.14
Rice;11/19/2018;1149;195.33
Legumes;12/13/2015;805;177.1
Meat;01/02/2018;2066;723.1
Organic Vegetables;1/19/2018;2085;646.35
Eggs;6/17/2015;1990;179.1
Breads & Buns;3/25/2018;2351;1034.44
Chicken;03/05/2016;1381;524.78
Spices;07/12/2016;1413;113.04
Salt;01/03/2016;2419;145.14
Legumes;11/24/2017;1238;519.96
Flour;10/23/2018;668;240.48
Organic Vegetables;11/24/2017;2224;244.64
Salt;09/09/2015;1818;745.38
Soft Drinks;08/08/2017;1319;435.27
Breads & Buns;11/24/2017;1403;547.17
Health Drinks;1/31/2017;1789;107.34
Organic Staples;10/28/2018;1564;422.28
Fish;2/14/2015;652;260.8
Flour;7/26/2015;2318;486.78
Rice;01/02/2018;1482;474.24
Legumes;11/19/2018;1179;506.97
Biscuits;09/11/2018;1856;723.84
Soft Drinks;08/08/2017;1245;423.3
Soft Drinks;10/20/2017;2114;761.04
Organic Vegetables;11/19/2018;2173;217.3
Organic Staples;02/05/2018;1927;558.83
Chocolates;04/02/2015;1134;272.16
Cakes;7/14/2017;726;239.58
Soft Drinks;11/24/2017;1750;175
Biscuits;4/20/2015;2363;519.86
Edible Oil & Ghee;11/17/2016;553;165.9
Health Drinks;5/21/2015;1064;308.56
Chocolates;09/11/2018;2262;135.72
Noodles;10/09/2018;1277;498.03
Organic Fruits;10/20/2017;651;162.75
Cookies;04/02/2015;2023;202.3
Noodles;12/23/2018;959;163.03
Cakes;07/12/2015;2303;713.93
Edible Oil & Ghee;10/19/2016;655;98.25
Health Drinks;01/02/2018;2216;487.52
Fresh Fruits;07/12/2016;2144;536
Edible Oil & Ghee;03/05/2016;2168;281.84
Meat;02/06/2015;1863;726.57
Breads & Buns;5/21/2015;511;81.76
Salt;10/23/2018;1615;500.65
Soft Drinks;12/01/2017;1281;64.05
Fresh Vegetables;02/05/2018;2430;170.1
Legumes;03/05/2016;2328;465.6
Organic Vegetables;12/02/2018;2032;243.84
Chicken;10/17/2015;2243;1009.35
Cookies;09/12/2015;501;100.2
Organic Vegetables;11/14/2018;1221;61.05
Spices;5/24/2016;1566;548.1
Edible Oil & Ghee;12/23/2018;947;331.45
Edible Oil & Ghee;3/31/2018;1732;294.44
Eggs;10/02/2016;1678;486.62
Cakes;3/17/2018;1310;78.6
Fish;11/01/2018;2242;986.48
Organic Fruits;03/06/2018;1892;340.56
Organic Vegetables;09/02/2018;1433;487.22
Noodles;08/08/2016;1769;530.7
Cakes;6/28/2017;1668;200.16
Organic Fruits;9/15/2018;2460;1082.4
Fresh Vegetables;08/08/2016;1894;833.36
Noodles;10/31/2016;1519;455.7
Breads & Buns;7/15/2018;881;299.54
Noodles;09/03/2017;615;239.85
Flour;6/28/2017;1402;252.36
Biscuits;10/31/2015;1651;313.69
Chicken;11/23/2016;860;240.8
Organic Fruits;10/31/2016;1250;100
Breads & Buns;05/12/2018;655;262
Soft Drinks;6/28/2017;2168;737.12
Noodles;12/05/2016;2351;517.22
Edible Oil & Ghee;9/29/2015;1234;481.26
Edible Oil & Ghee;11/05/2018;569;34.14
Fresh Fruits;11/05/2018;1020;71.4
Chicken;7/15/2018;1018;101.8
Spices;7/13/2016;1514;393.64
Meat;03/05/2015;1568;266.56
Organic Staples;10/31/2015;1097;449.77
Edible Oil & Ghee;10/03/2018;1778;426.72
Chicken;05/12/2018;626;200.32
Biscuits;03/05/2015;1330;505.4
Biscuits;12/01/2017;1502;480.64
Health Drinks;11/23/2016;1686;590.1
Health Drinks;10/28/2017;1817;490.59
Spices;11/27/2018;944;94.4
Noodles;05/11/2018;2351;705.3
Health Drinks;03/05/2015;2321;603.46
Organic Vegetables;3/28/2016;2058;370.44
Soft Drinks;03/12/2017;1636;392.64
Biscuits;12/04/2016;1411;366.86
Cakes;9/29/2015;1175;293.75
Fish;12/05/2018;1729;518.7
Breads & Buns;7/15/2018;1324;569.32
Noodles;4/18/2016;1127;349.37
Organic Staples;09/02/2018;2189;897.49
Noodles;9/30/2018;649;136.29
Chocolates;10/02/2016;2470;568.1
Organic Fruits;8/27/2017;1211;448.07
Fish;12/08/2018;608;54.72
Cookies;3/17/2018;1266;88.62
Chocolates;05/12/2016;1065;85.2
Soft Drinks;6/17/2017;522;120.06
Meat;12/05/2017;1992;418.32
Chocolates;12/08/2018;1272;381.6
Meat;6/28/2017;1189;118.9
Chicken;11/23/2016;912;228
Health Drinks;8/27/2017;623;62.3
Meat;09/02/2018;1251;75.06
Chicken;10/08/2015;2074;477.02
Organic Staples;10/09/2016;2121;487.83
Cakes;04/12/2018;1967;491.75
Health Drinks;12/08/2018;2190;810.3
Chocolates;10/31/2015;990;198
Salt;8/27/2017;1903;380.6
Chocolates;04/12/2018;2125;658.75
Chocolates;3/17/2018;1081;281.06
Fish;11/09/2016;2012;804.8
Salt;9/28/2016;1617;533.61
Meat;3/17/2018;2325;255.75
Organic Vegetables;12/01/2017;731;321.64
Organic Fruits;11/17/2018;600;198
Fresh Vegetables;11/09/2016;778;178.94
Rice;09/04/2018;1284;231.12
Salt;11/23/2016;1425;285
Noodles;11/23/2016;885;123.9
Fish;12/26/2016;1897;474.25
Soft Drinks;12/05/2018;742;74.2
Chicken;08/12/2017;2034;223.74
Chocolates;2/20/2016;1197;287.28
Meat;9/15/2018;1741;731.22
Rice;08/08/2016;1816;635.6
Cakes;6/23/2017;771;277.56
Cookies;11/23/2016;596;214.56
Soft Drinks;09/03/2017;788;291.56
Fish;3/31/2018;1420;99.4
Chicken;3/17/2018;1239;470.82
Biscuits;7/29/2018;721;201.88
Health Drinks;7/14/2017;1085;303.8
Organic Vegetables;8/27/2017;1537;322.77
Fish;9/29/2015;1192;166.88
Noodles;11/14/2015;1655;496.5
Edible Oil & Ghee;11/01/2018;1400;434
Cakes;03/11/2015;752;218.08
Soft Drinks;11/05/2018;1341;268.2
Biscuits;3/24/2017;1735;86.75
Organic Staples;11/28/2015;1736;329.84
Breads & Buns;6/13/2017;1084;487.8
Rice;7/18/2016;1601;112.07
Cakes;12/25/2017;1703;272.48
Fresh Fruits;7/13/2016;1699;390.77
Health Drinks;8/24/2018;784;125.44
Chocolates;12/27/2015;2161;821.18
Soft Drinks;11/12/2018;1443;490.62
Chocolates;8/19/2015;1329;318.96
Eggs;8/18/2018;2134;576.18
Cookies;1/27/2018;559;195.65
Health Drinks;07/07/2018;2445;122.25
Fresh Vegetables;3/17/2018;1381;331.44
Eggs;9/23/2015;1889;453.36
Salt;7/23/2016;864;259.2
Fish;3/21/2018;1360;326.4
Legumes;8/24/2016;1824;802.56
Salt;12/04/2018;2099;881.58
Organic Vegetables;09/09/2015;2145;493.35
Fresh Vegetables;8/24/2016;547;82.05
Breads & Buns;11/10/2017;1145;137.4
Organic Vegetables;7/25/2018;815;285.25
Meat;09/04/2018;2291;458.2
Rice;09/04/2018;671;33.55
Soft Drinks;5/18/2015;757;113.55
Flour;5/15/2017;668;80.16
Soft Drinks;1/19/2018;1791;125.37
Health Drinks;7/25/2018;1165;267.95
Breads & Buns;10/05/2015;1051;388.87
Chicken;12/29/2015;896;340.48
Soft Drinks;6/16/2018;1042;177.14
Chocolates;05/10/2015;1272;343.44
Fresh Fruits;12/05/2016;2438;341.32
Flour;2/25/2017;2258;699.98
Spices;9/17/2017;2296;298.48
Soft Drinks;7/25/2018;734;286.26
Cakes;11/10/2017;2439;1073.16
Rice;9/25/2018;1287;77.22
Biscuits;11/27/2018;1733;450.58
Cookies;11/05/2018;1424;356
Organic Staples;03/05/2015;2433;608.25
Meat;03/11/2015;1008;423.36
Edible Oil & Ghee;3/26/2016;1075;268.75
Cookies;9/16/2018;1599;303.81
Breads & Buns;12/01/2015;1230;430.5
Chicken;9/22/2018;954;381.6
Legumes;8/24/2018;1526;167.86
Health Drinks;9/22/2018;561;100.98
Breads & Buns;09/04/2018;1976;671.84
Fish;9/13/2015;918;137.7
Edible Oil & Ghee;12/15/2017;2065;805.35
Flour;8/19/2015;1606;690.58
Breads & Buns;09/04/2018;2448;734.4
Salt;6/21/2018;1182;460.98
Legumes;12/05/2016;1563;656.46
Eggs;9/26/2016;839;50.34
Organic Staples;11/18/2015;720;216
Breads & Buns;11/26/2017;921;147.36
Biscuits;11/03/2017;691;48.37
Soft Drinks;12/29/2018;988;355.68
Meat;12/29/2018;1884;584.04
Meat;11/14/2017;1645;115.15
Organic Vegetables;12/09/2018;1297;479.89
Soft Drinks;12/19/2015;665;246.05
Cookies;05/01/2017;1020;306
Edible Oil & Ghee;05/05/2015;2240;918.4
Soft Drinks;3/29/2016;2257;857.66
Health Drinks;11/14/2017;1122;157.08
Legumes;12/09/2018;2374;284.88
Chocolates;3/27/2018;904;153.68
Noodles;3/16/2016;959;95.9
Salt;12/09/2018;561;145.86
Breads & Buns;3/27/2018;534;208.26
Organic Vegetables;05/01/2017;773;123.68
Health Drinks;9/23/2018;2396;119.8
Salt;05/05/2015;1898;360.62
Biscuits;8/27/2015;779;109.06
Health Drinks;11/08/2016;1409;211.35
Flour;9/27/2017;690;48.3
Flour;12/17/2015;1135;249.7
Rice;6/30/2017;2406;625.56
Edible Oil & Ghee;11/03/2017;558;189.72
Chicken;4/29/2015;1243;198.88
Flour;4/19/2015;2287;343.05
Fish;05/01/2017;743;104.02
Biscuits;9/27/2017;2081;811.59
Rice;05/05/2015;2155;754.25
Soft Drinks;12/25/2018;1536;291.84
Noodles;9/14/2016;989;168.13
Fresh Fruits;3/27/2018;886;256.94
Breads & Buns;09/11/2018;829;157.51
Chicken;03/01/2016;1784;499.52
Chocolates;12/09/2018;1534;291.46
Spices;09/11/2018;1486;297.2
Soft Drinks;11/03/2017;1559;265.03
Organic Vegetables;3/27/2018;1522;395.72
Rice;12/09/2018;1227;441.72
Biscuits;11/08/2016;1155;473.55
Meat;12/25/2016;1231;147.72
Biscuits;3/16/2016;965;328.1
Cookies;9/23/2017;1422;597.24
Health Drinks;4/14/2017;1567;564.12
Chicken;12/19/2015;785;337.55
Cookies;12/21/2018;1390;583.8
Chocolates;6/29/2017;1887;207.57
Chocolates;11/08/2016;1273;63.65
Edible Oil & Ghee;05/09/2017;2493;673.11
Meat;11/19/2018;681;245.16
Fresh Vegetables;02/02/2017;1655;612.35
Health Drinks;11/25/2018;2195;285.35
Spices;12/05/2017;2100;315
Breads & Buns;4/19/2015;2341;749.12
Flour;11/13/2018;1585;634
