Item,Order Date,Sales,Profit
Chocolates,09/03/2017,174540.52,61089.182
Eggs,3/31/2018,389663.12,113002.3048
Breads,12/08/2018,333299.12,39995.8944
Cookies,10/31/2015,387408.56,27118.5992
Soft_Drinks,11/25/2015,124564.44,51071.4204
Organic_Vegetables,09/03/2017,390790.4,27355.328
Soft_Drinks,9/15/2018,116861.36,7011.6816
Organic_Vegetables,11/07/2016,392105.56,31368.4448
Noodles,6/24/2018,288583.68,46173.3888
Cakes,03/06/2018,144103.96,41790.1484
Fish,8/24/2016,354717.44,60301.9648
Cakes,10/31/2015,282571.52,56514.304
Fresh_Fruits,12/01/2017,151994.92,25839.1364
Breads,9/29/2015,136776.64,31458.6272
Legumes,3/19/2017,138467.56,55387.024
Rice,10/31/2015,306432.28,85801.0384
Chicken,12/01/2017,382523.68,19126.184
Organic_Vegetables,05/12/2018,194080.04,73750.4152
Edible_Oil,09/01/2018,156316.16,29700.0704
Fish,11/26/2018,450348.36,189146.3112
Edible_Oil,11/05/2018,311692.92,102858.6636
Biscuits,6/24/2018,180176.92,75674.3064
Chocolates,11/05/2018,441142.24,88228.448
Organic_Fruits,12/05/2016,153122.2,45936.66
Fresh_Fruits,11/01/2016,454105.96,59033.7748
Cookies,7/15/2018,305868.64,70349.7872
Cookies,09/12/2015,391354.04,144800.9948
Chocolates,12/04/2016,413523.88,153003.8356
Organic_Staples,7/13/2016,226019.64,31642.7496
Fish,6/25/2018,422730,173319.3
Salt,12/01/2015,206292.24,80453.9736
Legumes,3/27/2018,322589.96,122584.1848
Noodles,08/01/2017,257019.84,56544.3648
Salt,1/19/2018,243492.48,63308.0448
Organic_Staples,09/06/2017,98637,18741.03
Meat,5/18/2015,119303.8,27439.874
Chicken,12/27/2015,393984.36,165473.4312
Fresh_Fruits,11/14/2017,282759.4,65034.662
Cookies,09/09/2015,386469.16,27052.8412
Meat,7/25/2018,283698.8,17021.928
Organic_Vegetables,6/21/2018,109534.04,33955.5524
Breads,03/11/2015,223389.32,44677.864
Organic_Fruits,12/19/2017,294783.72,29478.372
Fresh_Fruits,7/13/2018,282383.64,33886.0368
Soft_Drinks,8/27/2017,453354.44,204009.498
Fresh_Fruits,10/31/2015,161764.68,69558.8124
Soft_Drinks,1/27/2016,438511.92,92087.5032
Organic_Fruits,11/14/2017,433251.28,134307.8968
Fresh_Vegetables,1/19/2018,434754.32,121731.2096
Organic_Vegetables,12/01/2017,456924.16,205615.872
Legumes,12/01/2015,408075.36,69372.8112
Soft_Drinks,8/17/2018,418596.64,20929.832
Cakes,10/12/2016,370123.6,70323.484
Cookies,7/25/2018,283698.8,70924.7
Health_Drinks,11/05/2018,422730,93000.6
Biscuits,08/12/2017,226583.28,70240.8168
Salt,3/24/2017,180176.92,27026.538
Fresh_Vegetables,05/10/2015,236540.92,56769.8208
Salt,12/29/2018,244056.12,92741.3256
Health_Drinks,10/27/2017,283323.04,59497.8384
Noodles,09/06/2016,383463.08,153385.232
Health_Drinks,4/29/2015,207043.76,55901.8152
Rice,3/27/2018,317517.2,25401.376
Biscuits,08/06/2018,141285.76,48037.1584
Health_Drinks,9/23/2017,449596.84,85423.3996
Biscuits,12/29/2018,179425.4,80741.43
Edible_Oil,07/10/2018,297789.8,35734.776
Edible_Oil,11/08/2016,98824.88,28659.2152
Cookies,12/23/2017,217565.04,87026.016
Health_Drinks,11/03/2017,191825.48,67138.918
Fish,12/25/2018,459178.72,96427.5312
Legumes,11/03/2017,311129.28,31112.928
Salt,08/06/2018,321274.8,70680.456
Rice,1/13/2015,281256.36,30938.1996
Salt,12/25/2016,190322.44,45677.3856
Noodles,12/23/2017,247625.84,61906.46
Chicken,12/16/2015,310941.4,96391.834
Biscuits,6/30/2017,178673.88,51815.4252
Cookies,02/02/2017,135837.24,23092.3308
Cakes,06/09/2015,130952.36,24880.9484
Health_Drinks,12/29/2018,218128.68,56713.4568
Legumes,12/19/2015,428178.52,111326.4152
Biscuits,12/23/2015,374820.6,146180.034
Fresh_Fruits,8/15/2017,117049.24,37455.7568
Fresh_Fruits,8/23/2018,124000.8,11160.072
Organic_Vegetables,11/06/2018,404317.76,40431.776
Health_Drinks,7/27/2018,423669.4,88970.574
Legumes,1/21/2015,434378.56,91219.4976
Health_Drinks,10/28/2018,134709.96,56578.1832
Cakes,08/08/2015,231843.92,11592.196
Cookies,7/27/2018,467257.56,130832.1168
Biscuits,1/28/2016,417657.24,179592.6132
Cakes,8/29/2015,289523.08,112914.0012
Spices,1/30/2017,94691.52,10416.0672
Breads,3/19/2018,364675.08,142223.2812
Meat,3/24/2015,330293.04,29726.3736
Biscuits,4/23/2018,131140.24,56390.3032
Fresh_Fruits,12/15/2015,145982.76,39415.3452
Cookies,3/16/2016,177170.84,44292.71
Spices,06/11/2018,224516.6,56129.15
Chicken,12/12/2015,418972.4,150830.064
Organic_Fruits,12/12/2015,354905.32,56784.8512
Cookies,3/29/2016,455421.12,168505.8144
Fish,08/03/2018,321274.8,57829.464
Rice,4/22/2017,439075.56,39516.8004
Eggs,6/17/2018,201783.12,58517.1048
Organic_Vegetables,7/17/2017,397366.2,150999.156
Organic_Fruits,7/27/2018,101643.08,5082.154
Salt,5/16/2017,135837.24,47543.034
Flour,11/11/2017,236916.68,42645.0024
Flour,06/09/2016,443208.92,97505.9624
Fish,11/30/2016,260213.8,20817.104
Health_Drinks,10/26/2015,260777.44,88664.3296
Cookies,12/10/2018,105776.44,17981.9948
Flour,6/25/2018,199716.44,17974.4796
Rice,7/25/2016,437948.28,192697.2432
Biscuits,3/30/2018,405632.92,137915.1928
Meat,01/10/2017,244056.12,73216.836
Flour,7/17/2017,262092.6,107457.966
Salt,06/03/2015,150116.12,49538.3196
Fresh_Vegetables,4/23/2018,381960.04,30556.8032
Edible_Oil,7/25/2015,93940,41333.6
Spices,11/10/2017,135649.36,32555.8464
Edible_Oil,11/01/2018,464439.36,111465.4464
Biscuits,12/21/2016,235413.64,91811.3196
Eggs,12/18/2018,464815.12,130148.2336
Soft_Drinks,7/17/2016,433439.16,21671.958
Meat,09/03/2018,316765.68,44347.1952
Health_Drinks,12/12/2015,162891.96,53754.3468
Organic_Fruits,6/30/2018,188067.88,41374.9336
Eggs,4/25/2018,356220.48,131801.5776
Health_Drinks,11/24/2015,263032,71018.64
Health_Drinks,10/23/2016,104273.4,17726.478
Meat,12/03/2018,106527.96,30893.1084
Biscuits,7/14/2016,331420.32,139196.5344
Cookies,9/26/2015,444899.84,106775.9616
Organic_Fruits,1/21/2017,374069.08,149627.632
Edible_Oil,11/05/2017,270359.32,59479.0504
Chocolates,7/25/2016,296662.52,124598.2584
Chocolates,4/13/2016,106715.84,7470.1088
Rice,05/05/2017,173601.12,19096.1232
Biscuits,10/23/2016,125503.84,25100.768
Health_Drinks,7/22/2015,223201.44,29016.1872
Breads,09/02/2017,409766.28,53269.6164
Organic_Fruits,12/03/2018,365614.48,47529.8824
Flour,7/22/2015,320711.16,44899.5624
Eggs,07/07/2017,276747.24,105163.9512
Health_Drinks,10/22/2018,246686.44,27135.5084
Eggs,1/30/2017,313947.48,25115.7984
Eggs,09/09/2018,463687.84,97374.4464
Fish,12/08/2015,284450.32,22756.0256
Cookies,12/03/2018,305868.64,21410.8048
Biscuits,3/19/2018,202534.64,56709.6992
Noodles,12/12/2015,340250.68,149710.2992
Noodles,1/21/2017,257583.48,87578.3832
Soft_Drinks,10/23/2016,301171.64,132515.5216
Breads,09/04/2018,426863.36,110984.4736
Organic_Vegetables,12/12/2015,469700,192577
Fresh_Fruits,12/06/2015,451663.52,58716.2576
Spices,12/22/2018,267916.88,32150.0256
Rice,11/18/2015,97697.6,6838.832
Organic_Staples,3/19/2017,115170.44,16123.8616
Noodles,7/14/2016,370499.36,159314.7248
Fresh_Fruits,11/20/2016,225456,67636.8
Noodles,12/03/2017,189195.16,24595.3708
Soft_Drinks,03/03/2018,156691.92,31338.384
Spices,04/04/2015,201971,76748.98
Organic_Staples,08/10/2018,271486.6,59727.052
Spices,12/03/2017,429305.8,154550.088
Eggs,12/22/2018,237856.08,30921.2904
Health_Drinks,03/08/2016,353402.28,130758.8436
Soft_Drinks,11/30/2017,335553.68,73821.8096
Fresh_Vegetables,10/09/2016,111412.84,40108.6224
Organic_Vegetables,11/10/2015,311505.04,28035.4536
Organic_Vegetables,9/25/2018,453166.56,63443.3184
Biscuits,7/29/2018,258147.12,67118.2512
Chocolates,12/08/2017,323717.24,80929.31
Cakes,9/24/2017,323905.12,45346.7168
Eggs,5/29/2018,226771.16,86173.0408
Flour,12/01/2017,409202.64,180049.1616
Breads,7/31/2017,172473.84,17247.384
Breads,1/20/2015,345699.2,107166.752
Fresh_Vegetables,1/20/2015,430996.72,176708.6552
Breads,05/08/2016,257395.6,82366.592
Organic_Vegetables,5/26/2017,271298.72,13564.936
Salt,12/08/2018,435130.08,73972.1136
Health_Drinks,04/03/2017,244431.88,73329.564
Fresh_Vegetables,3/28/2015,180176.92,64863.6912
Health_Drinks,8/26/2017,376699.4,128077.796
Spices,11/17/2016,233722.72,11686.136
Organic_Staples,12/29/2017,148425.2,32653.544
Legumes,6/26/2018,276559.36,16593.5616
Breads,5/27/2018,455421.12,45542.112
Spices,3/21/2018,460493.88,46049.388
Organic_Staples,12/29/2017,224140.84,89656.336
Spices,03/08/2016,209110.44,58550.9232
Flour,12/08/2017,319020.24,127608.096
Organic_Vegetables,9/13/2016,261528.96,115072.7424
Legumes,03/08/2016,176043.56,40490.0188
Organic_Vegetables,11/09/2016,145419.12,42171.5448
Chocolates,6/16/2015,351711.36,56273.8176
Soft_Drinks,5/31/2016,299104.96,65803.0912
Soft_Drinks,9/13/2017,275056.32,79766.3328
Noodles,1/19/2016,375760,86424.8
Flour,07/02/2016,176231.44,44057.86
Edible_Oil,5/26/2015,433063.4,125588.386
Soft_Drinks,11/18/2018,229213.6,66471.944
Cakes,5/22/2018,435693.72,113280.3672
Organic_Staples,11/16/2015,278438.16,111375.264
Cakes,09/07/2016,236165.16,101551.0188
Spices,6/16/2016,99764.28,44893.926
Spices,4/26/2016,390226.76,81947.6196
Breads,3/27/2018,113291.64,23791.2444
Breads,3/23/2016,227898.44,66090.5476
Health_Drinks,05/07/2016,170031.4,56110.362
Chicken,4/13/2016,371438.76,89145.3024
Spices,08/05/2015,408639,126678.09
Biscuits,12/20/2016,284074.56,28407.456
Soft_Drinks,10/10/2018,325408.16,81352.04
Cakes,4/25/2016,426299.72,80996.9468
Biscuits,4/20/2018,186001.2,44640.288
Edible_Oil,5/31/2017,428178.52,124171.7708
Rice,2/16/2018,178861.76,14308.9408
Meat,11/19/2018,126631.12,39255.6472
Spices,12/01/2018,144103.96,63405.7424
Soft_Drinks,3/27/2018,261716.84,13085.842
Health_Drinks,4/18/2015,434754.32,52170.5184
Cakes,03/01/2015,192201.24,69192.4464
Flour,3/29/2015,324280.88,110255.4992
Organic_Vegetables,03/03/2017,464439.36,97532.2656
Breads,09/03/2017,454105.96,145313.9072
Salt,7/20/2016,355093.2,156241.008
Fish,11/11/2015,280504.84,89761.5488
Eggs,7/22/2018,347578,90370.28
Fresh_Fruits,05/02/2017,273365.4,120280.776
Chocolates,04/08/2017,353402.28,42408.2736
Noodles,11/07/2015,214371.08,25724.5296
Edible_Oil,01/01/2018,284074.56,107948.3328
Spices,1/19/2016,304177.72,42584.8808
Cakes,03/10/2018,423105.76,160780.1888
Flour,4/13/2016,392481.32,23548.8792
Health_Drinks,7/21/2018,306620.16,30662.016
Chicken,12/14/2018,235601.52,94240.608
Organic_Vegetables,7/20/2016,267165.36,66791.34
Chocolates,3/21/2017,319020.24,95706.072
Noodles,09/08/2015,300983.76,96314.8032
Chicken,11/25/2018,409202.64,49104.3168
Health_Drinks,09/11/2018,376511.52,71537.1888
Organic_Fruits,3/13/2017,397929.84,83565.2664
Salt,07/02/2016,133582.68,54768.8988
Spices,03/01/2015,424984.56,97746.4488
Meat,11/05/2017,212680.16,38282.4288
Fresh_Vegetables,11/17/2018,350396.2,52559.43
Cookies,11/13/2016,294971.6,35396.592
Soft_Drinks,10/19/2018,434754.32,82603.3208
Breads,6/20/2015,350584.08,38564.2488
Breads,3/27/2018,351523.48,158185.566
Edible_Oil,11/05/2017,222074.16,79946.6976
Spices,1/30/2018,341941.6,95743.648
Soft_Drinks,10/19/2018,229213.6,59595.536
Noodles,03/06/2017,166837.44,41709.36
Noodles,5/30/2015,381584.28,49605.9564
Edible_Oil,1/30/2017,296286.76,14814.338
Fresh_Vegetables,09/08/2017,321086.92,32108.692
Breads,12/06/2015,276371.48,46983.1516
Cookies,11/23/2018,424233.04,131512.2424
Spices,2/16/2018,376323.64,56448.546
Breads,12/17/2016,283886.68,82327.1372
Edible_Oil,5/27/2017,379893.36,72179.7384
Rice,5/25/2015,111224.96,18908.2432
Noodles,11/11/2015,302862.56,81772.8912
Spices,09/08/2017,340062.8,57810.676
Breads,11/19/2017,165898.04,21566.7452
Health_Drinks,12/03/2018,255141.04,114813.468
Rice,2/27/2017,289335.2,23146.816
Soft_Drinks,02/09/2018,286517,120337.14
Breads,12/16/2015,219631.72,43926.344
Soft_Drinks,12/06/2015,409954.16,155782.5808
Chicken,12/29/2015,342317.36,119811.076
Salt,5/27/2017,258335,51667
Breads,5/31/2017,383087.32,137911.4352
Soft_Drinks,01/07/2017,214183.2,89956.944
Soft_Drinks,11/12/2015,156316.16,10942.1312
Health_Drinks,10/03/2015,169843.52,64540.5376
Noodles,11/04/2017,198025.52,81190.4632
Biscuits,01/07/2015,240486.4,67336.192
Health_Drinks,7/26/2015,411081.44,143878.504
Cookies,05/12/2016,124188.68,40982.2644
Biscuits,11/04/2017,258710.76,90548.766
Fresh_Vegetables,5/29/2018,336680.96,80803.4304
Cakes,11/28/2016,466318.16,83937.2688
Biscuits,8/26/2018,465566.64,111735.9936
Health_Drinks,03/06/2017,125691.72,26395.2612
Flour,4/20/2018,318832.36,25506.5888
Edible_Oil,09/03/2018,164582.88,60895.6656
Breads,11/07/2017,194831.56,81829.2552
Organic_Vegetables,12/31/2016,385341.88,96335.47
Fresh_Fruits,11/07/2016,109158.28,16373.742
Soft_Drinks,01/01/2018,297414.04,113017.3352
Organic_Fruits,10/13/2017,189946.68,60782.9376
Organic_Vegetables,12/27/2015,239547,64677.69
Chicken,03/01/2015,99012.76,44555.742
Organic_Vegetables,12/04/2018,440202.84,154070.994
Fresh_Fruits,09/04/2017,355656.84,131593.0308
Fish,6/30/2018,328977.88,92113.8064
Rice,11/21/2018,119491.68,46601.7552
Eggs,7/27/2018,466693.92,121340.4192
Organic_Staples,12/01/2017,165334.4,31413.536
Cakes,2/16/2017,306995.92,76748.98
Health_Drinks,07/09/2016,337056.72,134822.688
Rice,10/12/2018,442457.4,22122.87
Cakes,12/17/2018,292717.04,35126.0448
Health_Drinks,9/15/2015,133958.44,24112.5192
Flour,09/02/2017,304553.48,82229.4396
Spices,5/18/2018,361669,155517.67
Edible_Oil,06/04/2015,294220.08,123572.4336
Breads,06/04/2015,156316.16,39079.04
Organic_Fruits,12/18/2018,154813.12,23221.968
Rice,11/13/2016,108031,46453.33
Meat,9/20/2015,417845.12,96104.3776
Edible_Oil,4/27/2016,216625.64,43325.128
Edible_Oil,12/04/2018,213995.32,25679.4384
Biscuits,12/04/2018,219443.84,10972.192
Soft_Drinks,11/14/2016,468009.08,102961.9976
Legumes,5/26/2017,236165.16,106274.322
Rice,9/20/2015,246874.32,22218.6888
Fresh_Vegetables,9/17/2017,227898.44,27347.8128
Noodles,9/17/2017,445087.72,115722.8072
Fresh_Fruits,11/28/2016,388535.84,81592.5264
Flour,12/04/2016,191637.6,30662.016
Noodles,9/18/2017,276935.12,74772.4824
Fresh_Fruits,09/01/2017,300420.12,75105.03
Salt,05/08/2016,217752.92,52260.7008
Salt,9/22/2015,371063,155846.46
Fresh_Fruits,02/06/2016,250444.04,40071.0464
Organic_Fruits,05/07/2015,96194.56,17315.0208
Soft_Drinks,11/14/2017,211365,38045.7
Noodles,8/26/2015,154437.36,46331.208
Soft_Drinks,12/06/2016,254389.52,96668.0176
Fish,5/19/2017,271486.6,116739.238
Soft_Drinks,11/17/2018,380269.12,152107.648
Biscuits,12/14/2017,342505.24,126726.9388
Cakes,10/12/2018,210049.84,54612.9584
Soft_Drinks,11/01/2016,404505.64,157757.1996
Chocolates,11/01/2015,210613.48,48441.1004
Eggs,11/02/2015,357911.4,153901.902
Breads,05/07/2017,299104.96,98704.6368
Cakes,3/29/2017,408639,167541.99
Organic_Staples,5/19/2017,297977.68,50656.2056
Fish,03/08/2017,401875.32,96450.0768
Edible_Oil,02/06/2016,97509.72,7800.7776
Organic_Staples,12/24/2017,99576.4,35847.504
Cakes,9/20/2018,400935.92,24056.1552
Biscuits,12/04/2016,358287.16,46577.3308
Breads,9/18/2017,238419.72,104904.6768
Breads,10/08/2018,335365.8,120731.688
Salt,11/01/2016,435317.96,195893.082
Spices,3/24/2018,283698.8,28369.88
Chocolates,05/08/2016,324844.52,133186.2532
Legumes,9/17/2016,200843.72,38160.3068
Health_Drinks,12/24/2018,185437.56,42650.6388
Cookies,11/02/2016,247625.84,108955.3696
Biscuits,2/16/2017,377075.16,94268.79
Noodles,9/20/2018,201971,76748.98
Cakes,05/07/2017,262844.12,110394.5304
Chicken,9/22/2015,419348.16,163545.7824
Edible_Oil,06/12/2018,424420.92,25465.2552
Health_Drinks,12/04/2016,279001.8,30690.198
Organic_Fruits,9/20/2018,133582.68,48089.7648
Cookies,3/31/2017,228649.96,73167.9872
Fresh_Vegetables,04/01/2017,141849.4,48228.796
Biscuits,3/25/2015,350208.32,80547.9136
Salt,8/21/2017,235789.4,101389.442
Cookies,12/25/2017,232219.68,81276.888
Edible_Oil,12/18/2018,371063,33395.67
Soft_Drinks,9/20/2018,417845.12,183851.8528
Edible_Oil,10/27/2017,418408.76,25104.5256
Cookies,03/10/2017,142413.04,48420.4336
Fresh_Fruits,02/06/2018,386844.92,170211.7648
Cookies,6/29/2016,186940.6,84123.27
Salt,6/21/2015,394735.88,138157.558
Fresh_Fruits,6/21/2017,259650.16,44140.5272
Salt,12/25/2016,205728.6,20572.86
Organic_Staples,06/04/2015,142788.8,21418.32
Organic_Vegetables,11/24/2018,180176.92,75674.3064
Organic_Fruits,09/09/2018,152370.68,36568.9632
Soft_Drinks,06/06/2017,257019.84,115658.928
Breads,11/20/2016,221134.76,95087.9468
Biscuits,11/20/2018,118740.16,28497.6384
Cookies,7/22/2017,135649.36,44764.2888
Fish,07/07/2015,162516.2,35753.564
Biscuits,06/12/2016,379141.84,79619.7864
Legumes,10/30/2018,125691.72,18853.758
Cookies,7/14/2015,382899.44,68921.8992
Cakes,11/05/2015,375384.24,41292.2664
Edible_Oil,4/14/2018,444336.2,137744.222
Organic_Staples,10/09/2018,184122.4,46030.6
Fish,11/21/2017,320335.4,25626.832
Organic_Fruits,06/06/2017,253638,53263.98
Health_Drinks,12/20/2015,246498.56,98599.424
Biscuits,11/18/2015,300983.76,123403.3416
Organic_Staples,04/10/2018,276371.48,33164.5776
Fresh_Vegetables,9/30/2017,155188.88,17070.7768
Fresh_Vegetables,9/17/2016,441330.12,158878.8432
Organic_Vegetables,11/28/2016,279753.32,41962.998
Flour,3/14/2017,360541.72,100951.6816
Health_Drinks,7/14/2018,367117.52,154189.3584
Biscuits,11/20/2018,256831.96,23114.8764
Soft_Drinks,9/17/2016,207043.76,76606.1912
Organic_Vegetables,11/24/2015,118364.4,42611.184
Edible_Oil,09/05/2017,107655.24,34449.6768
Health_Drinks,11/17/2015,410517.8,41051.78
Breads,11/30/2016,110661.32,43157.9148
Salt,12/11/2018,297789.8,17867.388
Fresh_Fruits,05/08/2018,249880.4,97453.356
Organic_Staples,9/24/2017,305117.12,97637.4784
Health_Drinks,09/05/2017,402063.2,148763.384
Breads,11/12/2017,279941.2,47590.004
Meat,07/07/2015,338371.88,64290.6572
Cookies,09/05/2017,379329.72,132765.402
Organic_Fruits,12/01/2018,440390.72,79270.3296
Breads,11/06/2018,357535.64,82233.1972
Fresh_Vegetables,10/04/2017,433627.04,39026.4336
Chicken,05/07/2015,185813.32,37162.664
Legumes,5/22/2017,161388.92,71011.1248
Organic_Fruits,03/11/2017,119303.8,13123.418
Noodles,11/21/2017,350584.08,122704.428
Cookies,6/22/2015,380832.76,72358.2244
Breads,09/05/2017,421978.48,101274.8352
Organic_Fruits,7/15/2018,296662.52,35599.5024
Flour,05/12/2015,238607.6,59651.9
Salt,7/18/2018,238043.96,33326.1544
Health_Drinks,12/08/2018,273929.04,117789.4872
Chicken,6/22/2015,140910,14091
Organic_Vegetables,10/31/2017,158382.84,47514.852
Soft_Drinks,11/17/2015,227898.44,27347.8128
Spices,05/03/2016,379329.72,72072.6468
Legumes,11/12/2017,107655.24,27990.3624
Salt,11/12/2017,148613.08,65389.7552
Edible_Oil,10/01/2017,396051.04,39605.104
Salt,12/14/2015,144479.72,60681.4824
Fish,12/26/2016,387784.32,93068.2368
Edible_Oil,04/08/2015,460493.88,188802.4908
Cookies,12/25/2018,421039.08,50524.6896
Fish,01/10/2016,201407.36,64450.3552
Cookies,11/07/2018,127570.52,48476.7976
Spices,8/16/2015,427990.64,59918.6896
Chicken,03/01/2017,219819.6,19783.764
Breads,11/21/2016,160825.28,20907.2864
Edible_Oil,8/25/2018,97509.72,18526.8468
Noodles,8/16/2016,153122.2,38280.55
Health_Drinks,3/29/2017,344008.28,86002.07
Cookies,9/18/2017,414651.16,24879.0696
Breads,7/14/2017,197274,25645.62
Fish,07/03/2018,182807.24,71294.8236
Fresh_Vegetables,6/27/2015,305117.12,79330.4512
Cookies,7/26/2015,311880.8,137227.552
Chocolates,4/21/2016,186564.84,54103.8036
Eggs,06/11/2016,433814.92,156173.3712
Fresh_Fruits,9/15/2016,368056.92,58889.1072
Noodles,11/01/2016,427614.88,179598.2496
Fresh_Fruits,7/21/2018,270171.44,67542.86
Soft_Drinks,1/20/2015,113291.64,31721.6592
Health_Drinks,8/26/2017,186940.6,63559.804
Breads,9/13/2016,198025.52,33664.3384
Organic_Staples,7/26/2015,287832.16,94984.6128
Eggs,09/04/2017,356220.48,160299.216
Salt,4/21/2016,142413.04,35603.26
Spices,6/18/2016,248189.48,89348.2128
Fresh_Vegetables,09/05/2017,292904.92,29290.492
Fresh_Fruits,02/03/2017,460306,147297.92
Salt,12/24/2018,185625.44,79818.9392
Noodles,9/21/2016,375384.24,101353.7448
Spices,1/20/2015,340626.44,78344.0812
Cookies,1/26/2018,196522.48,74678.5424
Salt,2/16/2017,176607.2,74175.024
Rice,04/12/2017,113479.52,6808.7712
Meat,7/19/2017,100703.68,33232.2144
Salt,12/17/2018,295347.36,56115.9984
Eggs,12/25/2017,434190.68,186701.9924
Cookies,9/14/2015,168152.6,35312.046
Cookies,7/21/2018,175104.16,12257.2912
Soft_Drinks,10/26/2018,128697.8,12869.78
Health_Drinks,9/24/2016,155188.88,69834.996
Health_Drinks,06/01/2015,153122.2,32155.662
Edible_Oil,11/19/2018,311692.92,115326.3804
Organic_Staples,7/19/2017,388911.6,85560.552
Health_Drinks,12/14/2017,448281.68,26896.9008
Salt,12/07/2018,447905.92,134371.776
Soft_Drinks,02/11/2015,377638.8,75527.76
Chocolates,9/15/2016,126443.24,32875.2424
Meat,7/25/2017,376323.64,41395.6004
Noodles,8/19/2015,204225.56,26549.3228
Cookies,5/19/2018,356032.6,103249.454
Salt,10/14/2017,400560.16,48067.2192
Noodles,10/15/2015,397554.08,111315.1424
Eggs,8/13/2018,447154.4,35772.352
Fresh_Fruits,06/03/2018,309250.48,95867.6488
Noodles,6/15/2018,360165.96,43219.9152
Legumes,09/04/2018,398681.36,139538.476
Breads,2/25/2018,317141.44,53914.0448
Fresh_Fruits,11/29/2018,398869.24,167525.0808
Fish,11/20/2018,349456.8,153760.992
Organic_Staples,8/13/2018,141849.4,42554.82
Fresh_Fruits,06/12/2018,222449.92,20020.4928
Breads,04/11/2016,450536.24,112634.06
Rice,7/17/2018,180740.56,66874.0072
Rice,11/20/2016,197649.76,88942.392
Legumes,7/16/2018,358287.16,78823.1752
Chicken,6/15/2018,205728.6,28802.004
Chocolates,12/20/2015,375196.36,60031.4176
Cookies,3/21/2015,166273.8,26603.808
Breads,03/08/2017,449972.6,197987.944
Legumes,04/11/2016,186564.84,70894.6392
Biscuits,12/03/2016,239547,91027.86
Salt,11/03/2015,337620.36,97909.9044
Health_Drinks,08/11/2016,137528.16,59137.1088
Rice,09/09/2018,388723.72,151602.2508
Chocolates,3/21/2015,418972.4,155019.788
Flour,5/29/2017,398305.6,59745.84
Eggs,1/22/2017,349832.56,97953.1168
Cakes,12/14/2015,254013.76,104145.6416
Breads,1/30/2018,167588.96,38545.4608
Soft_Drinks,9/28/2015,358475.04,78864.5088
Biscuits,11/15/2018,344571.92,89588.6992
Cakes,11/15/2018,307371.68,24589.7344
Rice,5/20/2016,133019.04,59858.568
Health_Drinks,12/23/2018,190510.32,34291.8576
Health_Drinks,11/25/2018,375760,165334.4
Health_Drinks,2/25/2018,199340.68,67775.8312
Fresh_Fruits,05/01/2018,343256.76,130437.5688
Cakes,7/21/2017,246874.32,39499.8912
Chocolates,11/29/2018,186376.96,29820.3136
Fresh_Fruits,05/05/2017,154813.12,20125.7056
Fresh_Vegetables,1/14/2017,162140.44,38913.7056
Noodles,1/22/2017,450536.24,49558.9864
Salt,05/02/2017,349268.92,83824.5408
Cakes,09/02/2017,179425.4,55621.874
Biscuits,11/03/2015,394735.88,153946.9932
Flour,12/22/2018,443208.92,97505.9624
Meat,11/30/2018,186189.08,55856.724
Flour,4/26/2016,321838.44,141608.9136
Breads,05/01/2018,251947.08,90700.9488
Meat,11/27/2017,465378.76,93075.752
Edible_Oil,12/12/2015,468572.72,159314.7248
Legumes,11/06/2018,348893.16,118623.6744
Soft_Drinks,11/19/2018,256268.32,76880.496
Health_Drinks,08/07/2018,225643.88,58667.4088
Breads,5/26/2016,192952.76,44379.1348
Cakes,09/08/2017,215498.36,64649.508
Fresh_Fruits,2/13/2018,330105.16,26408.4128
Chocolates,08/11/2015,214746.84,25769.6208
Biscuits,11/21/2018,456360.52,205362.234
Health_Drinks,11/21/2016,411457.2,131666.304
Edible_Oil,7/29/2018,407323.84,44805.6224
Breads,12/01/2018,389475.24,120737.3244
Health_Drinks,2/26/2018,291965.52,55473.4488
Biscuits,12/15/2017,308311.08,33914.2188
Organic_Vegetables,6/19/2016,239171.24,31092.2612
Spices,9/29/2015,165146.52,57801.282
Noodles,10/21/2017,171534.44,29160.8548
Meat,02/02/2018,183370.88,77015.7696
Fresh_Vegetables,8/28/2016,207607.4,37369.332
Meat,1/20/2015,206668,45466.96
Organic_Staples,12/22/2017,458802.96,133052.8584
Soft_Drinks,12/26/2015,360917.48,93838.5448
Health_Drinks,11/04/2015,431372.48,189803.8912
Organic_Vegetables,11/10/2015,256080.44,104992.9804
Fresh_Fruits,10/02/2018,291026.12,58205.224
Fish,11/11/2017,165334.4,44640.288
Eggs,12/01/2017,279001.8,117180.756
Flour,12/29/2018,162516.2,58505.832
Health_Drinks,07/08/2018,121182.6,19389.216
Biscuits,9/17/2015,354529.56,67360.6164
Flour,5/15/2018,114794.68,27550.7232
Legumes,07/03/2018,110473.44,44189.376
Chicken,12/14/2016,240486.4,26453.504
Rice,8/15/2017,362984.16,36298.416
Noodles,04/02/2018,223952.96,73904.4768
Edible_Oil,9/28/2018,210237.72,81992.7108
Eggs,11/27/2018,97885.48,22513.6604
Organic_Staples,11/16/2018,201407.36,48337.7664
Cakes,11/16/2018,294032.2,29403.22
Rice,09/11/2015,233910.6,21051.954
Rice,11/16/2018,378014.56,147425.6784
Biscuits,11/17/2016,354717.44,95773.7088
Fresh_Vegetables,6/26/2017,129449.32,56957.7008
